content,news_id,org_list
興櫃股的聯亞藥股價連續2天重挫，昨上午開盤，聯亞藥股價又跳水，一度跌破百元、最低來到829元，雖然收在117元，但連2日跌幅都超過30％。儘管聯亞生技表示要提出申訴，但產業分析師認為，聯亞要走申訴有一定困難度，雖然對外提出採Delta變異株測試等解決替代方案，但為何先前不向食藥署提議，質疑這套說詞是向股東交代，他推估聯亞藥短期股價難有表現，以連續大跌逾30％來看，股價還沒到底部。此外，聯亞生技已收取的50％不可退還訂金究竟有多少？聯亞藥表示，聯亞生技與政府採購合約上簽有保密協議，對於金額數字不方便透露。,254,"[(5, 8, 'ORG', '興櫃股'), (27, 29, 'ORG', '聯亞'), (78, 82, 'ORG', '聯亞生技'), (99, 101, 'ORG', '聯亞'), (146, 149, 'ORG', '食藥署'), (168, 171, 'ORG', '聯亞藥'), (203, 207, 'ORG', '聯亞生技'), (226, 229, 'ORG', '聯亞藥'), (232, 236, 'ORG', '聯亞生技'), (237, 239, 'ORG', '政府')]"
台股「疲態百出」，紅蘋果來助陣！蘋果即將於9月發表新一代iPhone，激勵蘋果股價17日收盤價攻上每股15112美元，締造歷史新猷，市值更達25兆美元，穩居全球企業市值一哥。帶動台股供應鏈「一吐悶氣」，科嘉-KY強拉漲停，順達、仁寶、良維、台光電等逆勢收紅。去年受疫情影響，iPhone12系列發表時間延後一個月，今年新機恢復於傳統「iPhone月」9月亮相。時序進入到8月中旬，「果粉」引頸期盼的蘋果新品即將登場，助長蘋果17日收盤價衝上每股15112美元的歷史新天價，市值也站上25兆美元新高,257,"[(118, 120, 'ORG', '順達'), (121, 123, 'ORG', '仁寶'), (124, 126, 'ORG', '良維'), (127, 130, 'ORG', '台光電')]"
法人預估，蘋果股價亮眼表現，將帶動蘋果供應鏈表現，觀察相關台廠，科嘉-KY股價17日亮燈漲停，順達、仁寶、良維、台光電、瑞儀、新日興、鴻準、中光電、廣達、臻鼎-KY等，漲幅落在062～393％。國內蘋果供應鏈走過7月營收不如預期陰霾，8、9月將迎來新機鋪貨潮。第一金投顧董事長陳奕光分析，台積電8月營收可望出現雙位數月成長，帶動蘋概股8月營收上衝，鏡頭的大立光、玉晶光、ABF載板景碩、欣興、PCB廠臻鼎-KY，電池盒軸承供應商新日興，均在受惠名單內。此外，新款MacBook也將助攻MiniLED市場成長動能，受惠股包括瑞儀、富采，富采。,257,"[(37, 42, 'ORG', '科嘉-ky'), (52, 54, 'ORG', '順達'), (55, 57, 'ORG', '仁寶'), (58, 60, 'ORG', '良維'), (61, 64, 'ORG', '台光電'), (65, 67, 'ORG', '瑞儀'), (68, 71, 'ORG', '新日興'), (72, 74, 'ORG', '鴻準'), (75, 78, 'ORG', '中光電'), (79, 81, 'ORG', '廣達'), (82, 87, 'ORG', '臻鼎-ky'), (155, 158, 'ORG', '台積電'), (188, 191, 'ORG', '大立光'), (192, 195, 'ORG', '玉晶光'), (206, 208, 'ORG', '欣興'), (209, 213, 'ORG', 'pcb廠'), (213, 218, 'ORG', '臻鼎-ky'), (227, 230, 'ORG', '新日興'), (276, 278, 'ORG', '瑞儀'), (279, 281, 'ORG', '富采')]"
復華投信今舉行「台股下半年投資趨勢展望」，復華台灣好收益基金經理人沈萬鈞表示，3Q是很好的轉換布局時間，4Q台股將由散戶盤重回法人盤，回歸理性選股，至於投資人關心的航運股，雖然塞港沒趨緩，獲利仍不錯，但近期籌碼面凌亂，尤其都是大股東在賣，航運股屬於循環股，目前看來股價是已經提前反應。預估明年台股高低區間在20000~15000點之間，企業獲利年增約在5~10%，本益比約在14~16倍。投資人2021年台股下半年布局與關注重點有4大重點。沈萬鈞表示，台股第三季表現因趨勢主流的轉換而出現震盪整理，使操作難度提高，但也是開始展望2022年、尋找新題材與機會的布局時機，4大投資重點：1景氣循環股高峰已過、逐步減碼，增持成長股；2新科技應用5G、AloT材多，關注電動車、車用電子類股；3若美聯準會收回資金、當沖降稅減半爭議之消息面成市場回檔，可視為逢回布局良機；4觀察overbooking狀況、庫存調整風險,259,"[(5, 9, 'ORG', '復華投信'), (355, 357, 'ORG', '美聯')]"
外資報告荒腔走板，狙擊台股的行徑連大老闆都看不下去。台驊投控董事長顏益財要投資人「看一看就好」，他自己是不看的；旺宏董事長吳敏求更直接轟沒有知識、不認同這種炒股行為，不滿之情表露無遺。台股連跌9天，天天都開高走低，昨早原本抗跌的貨櫃三雄，11點後全面翻黑，台積電更全天被壓在平盤以下，收盤時大跌19741點，收在1666136點，9天合計狂瀉96253點。台股信心瀕臨崩潰，外資報告成為壓垮投資人信心的最後稻草，以長榮為例，外資最高目標價喊到371元，最低竟只有89元，差距達3倍以上，讓看好海運景氣的顏益財大罵，這些報告為了交差，「都是有目的的」。顏益財說，外資在萬海300元以上、長榮、陽明200元以上都賣了，卻出了不合常理的目標價報告，顯然是「調低目標價，讓大家殺」，他建議散戶「看一看就好」，也重申這1、2年供給不足以應付需求，沒有看壞理由,260,"[(31, 35, 'ORG', '台驊投控'), (61, 63, 'ORG', '旺宏'), (133, 136, 'ORG', '台積電'), (307, 309, 'ORG', '長榮'), (310, 312, 'ORG', '陽明')]"
顏益財說，他對航運股「一張不賣奇蹟自來，反向加碼綿延不絕」的看法沒變，個人也參與陽明現增，只要股價大跌，就會加碼，握有最少千張陽明股票，是用「任憑風浪起、穩坐釣魚台」的心情看待股價變動。另有外資日前發布名為「記憶體寒冬將至」的產業報告，看衰記憶體明年前景，調降美光在內多家記憶體晶片廠評等與目標價。旺宏董事長吳敏求表示，不認同這份報告，Flash不僅下半年非常好，並看好明年整年表現。吳敏求認為，那份報告是沒有知識的一種說法。吳敏求表示，他在股東會被人挑戰說為什麼一下子股票跌快10元，其實旺宏基本面完全沒改變，不知道股票為什麼跌，等到第3、4季財務數字出來後，他不知道這家外資要如何交待。,260,"[(45, 47, 'ORG', '陽明'), (68, 70, 'ORG', '陽明'), (135, 137, 'ORG', '美光'), (154, 156, 'ORG', '旺宏'), (250, 252, 'ORG', '旺宏')]"
從7月份開始，大陸市場監管總局加強對上市公司的管制，導致科技股、教育股及遊戲股等產業股價接連重挫，進而讓不少資金跟著離開美國中概股，周二北京當局再宣布對「網路不當競爭」法規徵求相關意見，引發網路股下殺，中概股再面臨新一波的賣壓，資金開始向外奔逃。儘管如此，還是有不少對沖基金大咖堅守中概股，對此，有專家認為，大陸企業還是值得投資的選項，最重要的是如何做好資產分配與密切觀察政策改變。綜合外媒＞，追蹤98家在美上市大陸公司的那斯達克金龍指數，近一個月已下跌超過20%，若從2月的歷史高點開始計算已經崩跌5成，「女股神」伍德與「金融巨鱷」索羅斯等知名基金操盤手都已經將資金撤出中概股。美國證券交易委員會主席GaryGensler周一也對中概股投資人提出警告，「我們已經暫停審批陸企在美借殼上市的申請，並提醒所有投資人，中概股存在風險，包括當地政府可能改變管制條件，以及政治變動等因素,262,"[(12, 20, 'ORG', '大陸市場監管總局'), (216, 222, 'ORG', '那斯達克金龍'), (295, 304, 'ORG', '美國證券交易委員會')]"
」儘管如此，還是有投資人願意堅守中概股，資本管理公司MorganCreek經理CoryLester表示，「人們認為無法投資大陸市場的想法是錯誤的，現在的環境適合先斬後奏，投資的關鍵在於降低資金集中程度，做好資產分配並對潛在的政策變化保持高靈活性。」＞指出，資本管理公司Laurion就是一個很好的例子，他們在第二季增加持有阿里巴巴的股票，總市值高達7億美元，另外收購京東約257億美元的股票，另一方面，Laurion卻賣出第一季購買的百度、唯品會等企業的股票。Tiger全球資產管理公司也有相同操作，ChaseColeman旗下對沖基金對中概股的投資比重增加，第二季更增持大陸美妝巨頭逸仙電商的股票，成為最大公眾持股人。此外，橋水基金創辦人達里歐持類似看法，他說：「大陸市場的波動只是一個小插曲，雖然對部分經理人來說像是一場地震，但事實上很多人並未像伍德一樣將資金移往別處。」,262,"[(186, 190, 'ORG', '阿里巴巴'), (208, 210, 'ORG', '京東'), (246, 248, 'ORG', '百度'), (249, 252, 'ORG', '唯品會'), (259, 272, 'ORG', 'tiger全球資產管理公司'), (329, 333, 'ORG', '逸仙電商'), (350, 354, 'ORG', '橋水基金')]"
」原Po甚至認為，這兩檔股票是「跌越多買越多」的好股，他說：「每年股利15上下，4%報酬率，股價32以下根本不用考慮，越跌越買，0050、0056閉著眼睛買，最後就是賺而已。」文章一出吸引不少網友討論，「不否認對存股族是好的」、「其實多數存股都蠻抗跌的，5月那時也撿沒多少」、「存股族通常在底部會買一些」、「看配息買的話，還是金融股簡單些」、「0056買了就是領股息領到掛，怎麼可能不回本」、「不然可以去買中華電信啊，類似概念。」此外，還是有人持反對看法，「0056股利又不固定，還好吧」、「急跌段都還沒出來，就要撿ETF很危險」、「不如撿聯發科，權值股又殖利率42%」、「明明就還不夠深，哪來甜甜價」、「0056現在有海運在裡面，你敢撿？」、「台積電都沒跌你就要抄底，不會太快？」、「0056不是這樣看的吧」。,263,"[(214, 218, 'ORG', '中華電信'), (283, 286, 'ORG', '聯發科'), (338, 341, 'ORG', '台積電')]"
陽明今年辦理現增，台驊投控放棄認購，董事長顏益財則自掏腰包認購，外傳認購張數高達600張。顏益財表示，不只這個張數，這波回檔還繼續加碼，累計持股陽明超過千張，即使股價波動，「任憑風浪起，穩坐釣魚台」，就是看好航運景氣。這次陽明現增造成股價震盪激烈，也成為航運族群多空分水嶺，台驊因考量損及公司股東權益，因而放棄認購陽明現增，由顏益財自己認購，也傳出一出手就是600張。顏益財今天回應媒體詢問指出，他個人認購不只600張，而且從10元到30元都有在買，低檔就加碼，持股成本非常低，對於股價波動也看的很開，「任憑風浪起，穩坐釣魚台」，因為景氣至少好到明年農曆年,268,"[(14, 18, 'ORG', '台驊投控'), (77, 79, 'ORG', '陽明'), (116, 118, 'ORG', '陽明'), (142, 144, 'ORG', '台驊'), (162, 164, 'ORG', '陽明'), (189, 192, 'ORG', '顏益財')]"
對於今年外界對於陽明及台驊股價逢高辦現增，市場多有雜音。顏益財表示，陽明現增是因為官股持股比例太高，行政院要求降低持股，就碰巧航運股股價達到這波高點，這是無妄之災，如果現在辦增資，就沒有這個問題。台驊是原股東認股，原股東參加不會有很大的權益損失，且增資比重不是很大，稀釋效果有限。也由於航運前景看好，台驊第2季毛利率超過20％，在這貨攬業相當難得，代表應收帳款需求很大，比過去正常多二到三倍，未來需要面對更健全財務，所以要備足更多銀彈，而航運景氣看好，公司淨值提升，也是對股東的保護。,268,"[(13, 15, 'ORG', '陽明'), (16, 18, 'ORG', '台驊'), (39, 41, 'ORG', '陽明'), (55, 58, 'ORG', '行政院'), (103, 105, 'ORG', '台驊'), (155, 157, 'ORG', '台驊')]"
"瑞士央行近期對美國上市公司的投資作出部分調整，除了增持迷因股AMC股份之外，同時也積極投資叫車服務商優步與Lyft。根據瑞士國家銀行向美國證交會申報文件顯示，上季持有的AMC娛樂股份提升逾三倍，同時還加碼買進更多優步股票，首度買入Lyft股份，另也削減對麥當勞的持股。SNB表示不針對該銀行資產部位進行評論。截至去年12月31日止，SNB總計擁有11兆美元資產。據申報內容，SNB在第二季再買進連鎖戲院業者AMC6371萬股，擁有股份提高至83萬2,741股。AMC股價在今年上半狂飆27倍，不過到了第三季崩跌41％。反觀標普500指數上半年攀升144％，第三季走揚4％。AMC今年初股價勢如破竹，是社群媒體股民熱烈炒作的迷因股之一",270,"[(5, 9, 'ORG', '瑞士央行'), (69, 75, 'ORG', '瑞士國家銀行'), (76, 81, 'ORG', '美國證交會'), (140, 143, 'ORG', '麥當勞')]"
"AMC執行長艾倫在7月兼任董事長，該公司8月稍早公布第二季財報優於預期，艾倫當時表示，「我們相信這給了AMC財務持久力，在新冠疫情環境下大膽前進。」兩大叫車服務業者優步、Lyft也是SNB大舉投資對象，上季增持優步117萬6,302股，持股數提高至490萬股，同時首度敲進Lyft10443萬股。今年上半優步股價下挫17％，第三季到目前為止累跌158％。Lyft上半年股價躍升231％，但此後累跌117％。優步與Lyft皆提到，駕駛獎勵已波及獲利表現，前者近期亦積極擴展貨運事業。專家認為，兩業者皆利用疫情期間改善自家營運。SNB在第二季脫手部分減麥當勞持股，出售48萬4,025股，持股數降至約300萬股。麥當勞今年上半股價勁揚76％，第三季以來上升34％。",270,"[(228, 230, 'ORG', '優步'), (305, 308, 'ORG', '麥當勞'), (335, 338, 'ORG', '麥當勞')]"
尚凡2018年轉投資大研生醫，跨入保健食品市場，今年底將滿3年。董事長張家銘表示，投入大研生醫不是為了追求獲利，而是希望「你或你的家人」都可以健康，幫助大家健康是大研生醫的初衷。但為了尚凡的股東權益，大研生醫今年努力將虧損做到最小甚至損平，未來不求賺大錢，但希望可以維持獲利。大研生醫是尚凡百分之百投資子公司，2018年下半年正式對外銷售保健產品，目前有16款產品上線銷售，下半年再推3到4款產品，今年可以來到20款產品。目前銷售以魚油表現最佳，其它像眼睛保健的葉黃素、大量運動後補充能量的瑪卡粉包，都是銷售前三名產品。在通路部分，主要以MOMO、PChome、東森購物等電商為主，電商平台收入占大研生醫營收比重超過9成，實體通路在屈臣氏有銷售,272,"[(15, 19, 'ORG', '大研生醫'), (97, 99, 'ORG', '尚凡'), (105, 109, 'ORG', '大研生醫'), (274, 278, 'ORG', 'momo'), (279, 285, 'ORG', 'pchome'), (286, 290, 'ORG', '東森購物'), (321, 324, 'ORG', '屈臣氏')]"
大研生醫去年虧損2000多萬元，但知名度逐漸展開，加上國內疫情也推升市場需求，原本預估今年營收1億元，虧損772萬元，張家銘認為，今年有機會營收超過預期目標，虧損希望做到最小，不會影響到尚凡的股東權益。張家銘表示，大研生醫是尚凡的「公益事業」，成本高毛利低，但目的是幫助大家健康，也是大研生醫成立的初衷。尚凡今天通過變更現金增資用途再投入大研生醫，希望開發出更多產品，讓更多人接觸大研生醫產品，只要家人都健康，公司不虧錢就很開心。大研生醫的計畫中，未來10年希望每年營業額以3000萬元的成長速度增加，2022年到2023年虧損控制在500萬元之內，2024年開始獲利。張家銘指出，大研生醫的原料品質相當好，成本也相當高，毛利率真的不高，上架電商也需要付費及抽成，但公司就是本著佛心事業，保健食品就是要讓健檢報告數字有感覺，所以連魚油都堅持Omega-3超過80％的濃度。,272,"[(5, 9, 'ORG', '大研生醫'), (100, 102, 'ORG', '尚凡')]"
"不畏疫情，2021年上半年國內上市櫃公司創下史上最強營收、獲利紀錄。金管會證期局26日公布，2021年上半年上市櫃營收逾17兆元、稅前淨利上衝19兆元，營收與獲利都寫下近十年新高，其中，上市公司中的「航運業、半導體業、塑膠工業、光電業」都比去年同期多賺逾千億元，是獲利爆增主力。證期局副局長蔡麗玲指出，截至今年8月16日止已有1,586家公司完成財報申報。上市公司2021年上半年累計營業收入新台幣15兆8,872億元，較去年同期增加3兆519億元、成長2378％；稅前淨利達1兆8,563億元，較去年同期增加1兆332億元，成長12553％，與近十年同期相較，營收及獲利金額均為最高",273,"[(39, 45, 'ORG', '金管會證期局'), (144, 147, 'ORG', '證期局')]"
"蔡麗玲分析，今年上半年獲利成長較多的包括航運業獲利2,16265億元、較去年同期大幅成長2,113億元，主因補庫存需求強勁，缺櫃及塞港造成運能供給吃緊，使運價維持高檔，致獲利大幅成長；半導體業獲利達5,19742億元、較去年同期成長1,694億元，則是受惠疫情加速數位轉型，5G應用及高階運算需求持續成長而推升獲利。另外，「塑膠工業」較去年同期成長1,374億元，主要原因則是終端需求熱絡，加上去年同期油價較低，致獲利成長；獲利較去年成長超過千億元的還有「光電業」，較去年成長1,099億元。至於唯一衰退的是「觀光業」，蔡麗玲指出，受疫情衝擊，配合政策暫停營業等影響，觀光業2021年第二季虧損935億元，較去年同期衰退479億元，去年同期觀光業也是呈現虧損，稅前淨損為459億元。上櫃公司上半年累計營業收入為1兆2,042億元，較去年同期增加2,024億元，成長202％；稅前淨利為1,394億元，較去年同期增加468億元，成長5054％，與近十年同期相較，營收及獲利金額也均為新高。",273,[]
"受惠於強勁的需求和價格調漲，美國第二季企業獲利飆升至歷史新高，顯示本季因疫情急升而料將放緩的經濟增長可能只是暫時的現象。儘管因材料和勞動力短缺使企業成本增加，但商務部周四報告的企業獲利仍大幅增長。Delta新冠變種病毒引爆新一波疫情，正在削弱對航空旅行和郵輪等服務的需求，促使經濟學家調降對美國的第三季成長預測。但紐約BreanCapital資深經濟顧問ConradDeQuadros表示，根據這些企業獲利數據，任何消費者支出放緩所導致增長放緩，都可能是暫時的。美國第二季企業獲利暴增2,345億美元或92%，達到28兆美元，創下歷史新高，並較第一季的季增51%加速增長。第二季企業獲利主要受到國內非金融公司獲利激增1,698億美元所推動，但美國金融公司第二季獲利亦有所增長",274,"[(85, 88, 'ORG', '商務部')]"
"企業稅前獲利占美國GDP比重上升07個百分點，為123%，創下2014年來新高。不計入庫存估值和資本消耗調整，美國第二季企業稅後獲利較上季增加3,036億美元或128%，成長力道亦較第一季的季增94%強勁許多。與去年同期相比，美國企業第二季獲利成長693%，部分因去年同期的低基期而放大，當時美國為了防止疫情擴散而強制關閉非必要業務。富國銀行首席經濟學家JayBryson表示，企業利潤升高顯示成本增加尚未嚴重侵蝕其獲利，如令企業似乎比在擴張初期時更具定價能力。美國商務部周四公布第二季國內生產毛額季增年率從65%小幅上修為66%，雖然不及經濟學家預估的調升至67%，但已經完全收復美國史上歷時最短暫的衰退所造成的損失，目前GDP已經較2019年第四季的高峰還成長了08%。但由於Delta新冠變種病毒導致疫情急升，占美國經濟產值逾三分之二的消費者支出正在降溫",274,"[(176, 180, 'ORG', '富國銀行'), (246, 251, 'ORG', '美國商務部')]"
信用卡數據顯示，機票、遊輪，以及酒店和汽車旅館等服務支出都持續放緩。一些機構雖然對美國本季經濟成長的看法因此轉趨保守，但也基於企業回補了上半年為滿足強勁需求而減少的庫存，部分經濟學家預期美國第四季經濟可望再度加速增長。美國銀行證券將美國第三季GDP成長預期從70%調降至45%。高盛此前已經將美國第三季成長預測從9%調降至55%，將今年全年成長預測從64%調降至6%，但是將美國第四季GDP成長預測從55%調升至65%，並上修2022年前三季的經濟預測。富國銀行將今年第三季成長預測從88%下修至68%。穆迪將美國本季GDP成長預測從84%下修至65%，但上修第四季成長預測至64%，並預估全年成長61%。整體而言，經濟學家預期美國今年GDP成長率約為7%，將創下1984年以來最強勁的表現。,274,"[(114, 118, 'ORG', '美國銀行'), (144, 146, 'ORG', '高盛'), (232, 236, 'ORG', '富國銀行'), (257, 259, 'ORG', '穆迪')]"
金管會公布上市櫃公司公告申報2021年上半年財報概況，扣除期限至月底的第一上市櫃及金控，應申報的1586家公司均如期完成申報，合計營收1709兆元、年增達325兆元或2352％，稅前淨利199兆元、年增達108兆元或近118倍，雙創近10年新高。金管會統計，不含第一上市的上市公司上半年營收1588兆元、年增達2378％，稅前淨利185兆元、年增達近126倍。不含第一上櫃的上櫃公司上半年營收12兆元、年增達202％，稅前淨利1394億元、年增達5054％，全數創下近10年新高。證期局副局長蔡麗玲表示，上市公司上半年獲利成長前三強產業為航運、半導體、塑膠業。航運業受惠回補庫存需求強勁、缺櫃及塞港造成運能供給吃緊，使運價維持高檔，帶動上半年獲利達216265億元、年增達2113億元或近4256倍,278,"[(46, 48, 'ORG', '金控'), (134, 137, 'ORG', '金管會'), (259, 262, 'ORG', '證期局')]"
半導體業則受惠疫情加速數位轉型，5G應用及高階運算需求持續成長，推升上半年獲利達519742億元，年增達1694億元或4835％。塑膠業則受惠終端需求熱絡及去年同期油價較低，帶動上半年獲利年增1374億元。此外，光電業上半年獲利亦年增達1099億元。而半導體、電子零組件及鋼鐵業，則是上櫃公司上半年獲利成長前三強產業。蔡麗玲指出，半導體業主要受惠市場需求增加，客戶拉貨動能放大帶動稼動率提升，使上半年獲利年增14959億元。電子零組件業則受惠下游印刷電路板產業景氣回升，加上疫情後訂單回籠，使上半年獲利年增5456億元。鋼鐵業受惠市場需求暢旺、國際鎳價上漲帶動價量成長，使上半年獲利年增達4283億元。不過，上半年仍有少數產業獲利較去年衰退。蔡麗玲表示，上市公司中大多數產業獲利均見成長，僅觀光業受疫情及三級警戒暫停營業等衝擊，上半年虧損達935億元，較去年跳增達479億元。上櫃公司中塑膠業為唯一獲利衰退產業、年減09億元。,278,[]
不畏疫情，2021年國內上市櫃公司創下近十年來最強營收、獲利紀錄！金管會證期局26日公布，2021年上半年上市櫃營收逾17兆元、稅前淨利上衝19兆元，營收與獲利都寫下近十年新高，其中，上市公司中的航運業、半導體業、塑膠工業、光電業都比去年同期多賺逾千億元！證期局副局長蔡麗玲指出，截至今年8月16日止已有1586家公司完成財報申報。上市公司2021年上半年累計營業收入新臺幣15兆8872億元，較去年同期增加3兆519億元、成長2378％；稅前淨利達1兆8563億元，較去年同期增加1兆332億元，成長12553％，與近十年同期相較，營收及獲利金額均為最高。蔡麗玲分析，今年上半年獲利成長包括：「航運業」獲利達216265億元、較去年同期成長2113億元，今年上半年獲利因補庫存需求強勁，缺櫃及塞港造成運能供給吃緊，使運價維持高檔，致獲利大幅成長；「半導體業」獲利達519742億元、較去年同期成長1694億元，受惠疫情加速數位轉型，5G應用及高階運算需求持續成長而推升獲利；「塑膠工業」則較去年同期成長1374億元，因終端需求熱絡，加上去年同期油價較低，致獲利成長；獲利較去年成長超過千億元的還有「光電業」較去年成長1099億元,281,"[(38, 44, 'ORG', '金管會證期局'), (133, 136, 'ORG', '證期局')]"
唯一衰退是「觀光業」。蔡麗玲指出，受疫情衝擊，配合政策暫停營業等影響，觀光業2021年第二季虧損935億元，較去年同期衰退479億元，去年同期觀光業也是呈現虧損，稅前淨損為459億元。上櫃公司今年上半年累計營業收入為1兆2042億元，較去年同期增加2024億元，成長2020％；稅前淨利為1394億元，較去年同期增加468億元，成長5054％，與近十年同期相較，營收及獲利金額均為最高。蔡麗玲分析，獲利成長包括：「半導體業」，較去年成長14959億元，因市場需求增加，客戶拉貨動能放大，產能利用率提升，獲利因而增加；「電子零組件業」較去年成長5456億元，因下游印刷電路板產業景氣回升，加上疫情後訂單回籠所致；「鋼鐵工業」較去年成長4283億元，因市場需求暢旺及國際鎳價上漲帶動價量成長。唯一衰退的是塑膠工業，較去年減少09億元。,281,[]
"全球企業第三季獲利可能出現18個月來首度下跌，與第二季創新高的表現呈現極大落差，主因在於Delta變種病毒擴散，導致全球供應鏈持續吃緊、勞力成本攀升。路透分析金融數據供應商路孚特資料後指出，全球2,542家市值逾10億美元的企業第二季合併淨利高達7,340億美元，創下歷史新高。但這些企業第三季淨利總額預估下滑8％至6,782億美元。其中，美國企業獲利在第二季成長124％後，第三季預估下滑72％。歐洲與亞洲企業第三季獲利則預估分別下跌103％與96％。若以產業別來看，房地產、金融與非必需性消費產業第三季獲利預估分別下滑222％、188％與162％。全球各國政府相繼推出大規模財政刺激方案以支持經濟復甦，同時逐步鬆綁隔離封鎖，帶動第二季消費需求高漲",282,"[(82, 84, 'ORG', '路透'), (93, 96, 'ORG', '路孚特')]"
另一方面，面臨供應中斷與庫存下滑的企業提高商品價格，藉此抵銷日益升高的生產成本，這些因素有利於企業上季獲利表現。但疫情復燃與洪災爆發打亂中國企業營運，導致7月工廠生產與零售銷售增長急劇萎縮。美國8月綜合採購經理人指數連三月下滑，顯示商業活動擴張力道放緩。此外，全球晶片持續短缺迫使車商停工減產，智慧型手機製造商將晶片保留給熱門款式使用。而扮演供應鏈關鍵角色的亞洲國家近日疫情升溫，導致長達數月的晶片短缺危機短期難以落幕。富國銀行資產管理公司資深投資策略師約克森表示，供應鏈受阻、勞力短缺與生產成本上揚，這些因素都可能削弱企業第三季獲利成長。約克森表示：「避免供應鏈問題導致企業流失營收已成當務之急，加上船運運輸成本攀升、政府紓困支持減弱，這些都可能衝擊消費者支出。」,282,"[(215, 225, 'ORG', '富國銀行資產管理公司')]"
台灣櫻花董事長張永杰今日在股東會上表示，近兩年全球經濟雖受到新冠肺炎疫情衝擊，但櫻花集團仍對未來充滿信心，也已訂定「2025百億櫻花」的階段目標，未來將透過三大長期發展策略，專注本業、聚焦經營，台灣櫻花未來營收與獲利將持續穩定成長。台灣櫻花自2020年起啟動三大長期發展策略，以三大面向「現有事業的穩定成長」、「新事業的未來布局」及「永續發展核心建構」，做為櫻花集團未來發展主要核心內容，帶動2020年營收及獲利續創歷史新高！櫻花去年EPS達408元，每股配發32元現金股利，獲利與股利均創下歷史新高！2021年上半年合併營收3615億元，年增209％、EPS達228元，年增57％，營收與獲利雙創歷史同期新高。法人表示，下半年有振興券與傳統旺季雙利多加持，加上櫻花去年投入布局的淨水產品及櫻花家居持續發酵，挹注整體營收成長動能，櫻花2021年全年營收站上70億元以上、EPS挑戰45-5元的歷史新高可期。台灣櫻花總經理林有土表示，「現有事業的穩定成長」方面，主要是「廚衛電事業」及「整體廚房事業」兩大核心業務,283,"[(5, 9, 'ORG', '台灣櫻花'), (45, 49, 'ORG', '櫻花集團'), (184, 188, 'ORG', '櫻花集團'), (284, 287, 'ORG', 'eps'), (410, 414, 'ORG', '台灣櫻花')]"
廚衛電事業在雙品牌的策略操作下，2020年營收達425億元；整體廚房事業體在連鎖生活館通路著手進行四代店的升級計劃下，2020年營收達到165億元，兩大核心事業體都創下了銷售新高紀錄。在新事業的布局上，櫻花鎖定三個方向進行，包含新產品－淨水產品、新事業－居家裝修及新市場-越南。其中，水產品今年第三季持續推出淨水器新品，並積極佈點「SakuraWater淨水專櫃」，目前已完成佈點240家，預計年底前完成布點300家，有望逐年提升市占率及營收獲利貢獻。此外，櫻花鎖定「居家裝修」作為新事業衍伸的起點。2020年「櫻花家居」正式啟動營運，除瞄準一年上千億的裝修市場外，對櫻花集團而言，是將整體產品及服務領域，從浴室、廚房擴展到全屋空間，達到滿足居家生活的願景方向，2021年有望簽約訂單上看1億元。在新市場發展方面，櫻花今年6月透過取得當地代理商Mekong公司55％股權，自7月起正式成為台灣櫻花越南子公司，預期轉投資效益自2022年起發酵，每年可望為櫻花挹注新台幣2億至3億元業績。張永杰強調，台灣櫻花以永續經營企業為目標，並重新檢視櫻花集團內部的核心能力，去年開始從組織人才專案出發，逐步建構櫻花永續經營所需的團隊與能力，在永續經營的同時，也帶給消費者及社會更大的滿足與貢獻。,283,"[(297, 301, 'ORG', '櫻花集團'), (411, 420, 'ORG', '台灣櫻花越南子公司'), (485, 489, 'ORG', '櫻花集團')]"
小米集團25日公布2021年第2季度業績，總營收達878億元，年增64％；經調整淨利潤達63億元，年增874％，均創單季歷史新高。其中，第2季小米智慧手機業務營收為591億元，年增868％；全球智慧手機出貨量5290萬台，年增868％，營收及出貨量均創歷史新高。新浪財經＞，據Canalys統計，2021年第2季，小米全球智慧手機出貨量排名全球第二，市占率達168％。小米還宣布，以總交易金額約7737萬美元收購深動科技，該公司是一家自動駕駛技術公司，這也是小米加碼智慧電動汽車業務的又一布局。在大陸市場，小米的智慧手機出貨量快速增長，根據Canalys統計，在大陸智慧手機市占率由2020年第2季的103％上升至2021年第2季的168％，排名第三，出貨量增長351％，在主要廠商中增速最快,284,"[(5, 9, 'ORG', '小米集團'), (146, 148, 'ORG', '新浪'), (203, 205, 'ORG', '小米'), (227, 231, 'ORG', '深動科技'), (250, 252, 'ORG', '小米')]"
小米不斷拓展線下通路，截至2021年6月30日，小米之家在大陸的線下門店數已經超過7600家。境外市場方面，小米也保持強勢增長，第2季度營收達436億元，年增816％，占總收入497％。今年上半年，在除印度以外的境外市場運營商通路，小米智慧手機出貨量近1200萬台，年增超300％，在全球22個市場排名第一，並在歐洲首次排名第一，市占率達到285％。根據Canalys統計，在2021年第2季度，小米在歐洲地區智慧手機市占率首次達到第一名。其中，在西歐地區，智慧手機市占率達到222％，穩居前3名；在中東歐地區，連續3個季度維持市占率第一，市占率達到364％。,284,[]
